cutting_speed,spindle_speed,feed,feed_rate,power_pc ,cooling,material,drill_bit_type,process_time,Predicted,Actual
-0.29483634,0.34843594,-2.0864356,-1.1472903,-0.03600607,-0.45897666,0.0,-1.7241563,-1.6056017,0,0
1.8541152,3.552731,0.22483228,-1.938745,1.1465014,-0.1584563,0.0,4.834509,-0.4714298,1,1
-0.5048197,0.40708104,-0.9807146,-1.7920752,-0.44872254,-0.38257462,0.0,-1.1603049,-0.3905866,0,0
-0.60320204,-0.6123474,-0.63334495,1.0765593,-0.7518282,-1.3576651,0.0,-0.0025284053,-0.7914618,0,0
-0.31456888,0.3170218,-2.4173088,-0.38521963,0.5742284,-1.1507182,0.0,-1.8090458,-1.3742261,0,0
-0.26699767,-0.97656107,0.40585983,-2.5620766,0.36368114,-0.23872997,0.0,-1.390181,-0.8639589,0,0
-2.5703993,-0.5472408,0.23512203,0.5218338,-0.87715125,-1.1950047,0.0,-0.49827826,-1.6508894,0,0
0.008528769,0.678969,1.0793558,5.8454404,0.10337973,3.6503892,0.0,-0.63763404,-0.90259224,1,1
-2.5882392,-0.5472408,0.2837527,0.5099327,-0.8854024,-1.1950047,0.0,-0.5967885,-1.6317348,0,0
-0.43927273,-0.7866137,-0.06453942,-1.0232126,-0.09861092,-0.4819291,0.0,-1.287641,-0.7960171,0,0
-0.39725947,0.4169126,-0.9677262,-1.7372698,-0.44872254,-0.38257462,0.0,-1.1201276,-0.385804,0,0
-2.5412095,-0.52741104,-0.29033476,1.0175449,-0.76288897,-1.1670727,0.0,-0.39458236,-1.6698962,0,0
2.2429628,8.053931,-0.7355976,-1.5656374,-0.038645156,1.2039918,0.0,2.388411,-0.4742467,1,1
-0.29800874,-1.0510088,0.28185803,-3.2799985,0.9054047,0.032596394,0.0,-1.768879,-0.5469532,0,0
-2.3743515,-0.5348097,-0.09282301,0.66106147,-0.8328073,-1.0057718,0.0,-1.201695,0.063451245,0,0
-2.5640638,-0.5472408,0.2098404,0.59053373,-0.87715125,-1.1950047,0.0,-0.45036414,-1.6450528,0,0
-0.318928,-1.1313183,0.2223661,-3.1899292,0.8918073,0.038911864,0.0,-1.7005186,-0.18862826,0,0
0.07442712,0.66920304,1.043618,5.9261847,0.07029206,3.6503892,0.0,-0.45625928,-0.14633542,1,1
-0.62795335,-0.619827,-0.69613606,0.8942632,-0.7896481,-1.3262175,0.0,-0.032417282,-1.017304,0,0
-0.59752136,-0.82828414,0.2862976,-2.292476,0.27411082,-0.35734242,0.0,-1.2025638,-0.7993247,0,0
-0.554824,-0.7479814,0.13744044,-2.2692611,0.32342118,-0.242114,0.0,-0.47149688,-0.32942912,0,0
-2.5636852,-0.5485456,0.2987293,0.5257928,-0.87659085,-1.1411079,0.0,-0.46369156,-1.0025829,0,0
-2.5367677,-0.464636,-0.7098896,1.0028676,-0.74100333,-1.1685253,0.0,-0.24160077,-1.6777998,0,0
-0.13577615,-0.92208076,0.46133643,-2.3518126,0.695643,-0.18973091,0.0,-1.7542764,-1.0357094,0,0
-2.2598846,-0.58962506,-0.17647909,0.20333813,-0.77519864,-0.99573356,0.0,-0.9769771,-0.0124469865,0,0
-2.3219397,-0.5560551,0.29470092,0.35380253,-0.8624489,-1.0996395,0.0,-0.65486574,-0.50393754,0,0
-2.5529845,-0.53350484,-0.12448612,0.58957726,-0.8599811,-1.1950047,0.0,-0.41480085,-1.6633593,0,0
-2.4586997,-0.5913413,-0.27237856,0.103330046,-0.79564154,-1.1849662,0.0,-0.09730863,-1.6776572,0,0
-2.409606,-0.5485456,0.3516423,0.6001827,-0.85822856,-1.0057718,0.0,-1.3836823,0.108800195,0,0
-0.18667929,-1.2144797,0.04023409,-2.819499,-0.34079435,0.14746347,0.0,-1.714793,-0.68748033,0,0
-0.42193243,-0.99480236,0.4079108,-2.5387747,0.36592913,-0.23831435,0.0,-1.274135,-0.711393,0,0
-0.8102486,-0.7902254,0.22786397,-1.6001681,0.15559556,-0.364125,0.0,-1.079248,-0.6178236,0,0
3.1123054,-0.47698793,0.6757628,8.167739,-0.26578707,-0.39809528,0.0,1.1368808,-0.31402513,1,1
-0.22137494,0.31574026,-2.3559794,-1.1863917,-0.06279131,-0.45897666,0.0,-1.6648301,-1.1517936,0,0
-0.18969582,-1.0522517,0.59853506,-3.3688176,0.9130843,0.03376384,0.0,-1.7951825,-0.33199596,0,0
-0.11267153,0.4417551,-2.30352,0.9244156,0.33961043,-1.4495145,0.0,-1.3301247,-1.2182925,0,0
-0.29483634,0.3367107,-2.1151512,-1.167781,-0.110334635,-0.45897666,0.0,-1.7190491,-1.6056017,0,0
-4.714718,-0.4730186,-1.0733676,2.9850004,-0.19678785,-0.8765012,0.0,0.23773324,-0.76891273,0,0
-0.6070346,-0.88535404,0.28590533,-2.273962,0.28005353,-0.35734242,0.0,-1.195698,-1.0875483,0,0
-0.5819995,0.5238813,-0.8477351,-2.9860775,-0.5919339,0.20292182,0.0,-1.2970766,-0.036494594,0,0
-0.1992868,0.3513738,-1.1926244,-1.2659672,-0.6119547,-0.45037112,0.0,-1.3268265,-0.8442921,0,0
0.8156551,6.5720105,0.33850616,-1.5998987,-0.3861933,2.50824,0.0,0.3944505,-0.5773275,1,1
0.06936194,-2.645378,0.5358182,-2.4529939,0.22697425,1.1528152,0.0,-1.2700268,-0.42074284,0,0
-0.33198085,-0.9640937,0.41056427,-2.109651,0.22516276,-0.35342783,0.0,-1.4839221,-0.85199475,0,0
-0.41576302,0.57421166,-1.4071887,-1.5987715,-0.40746167,-0.39420134,0.0,-1.4392822,-0.43934292,0,0
-0.26885623,0.32844388,-2.2020967,-0.4246853,0.65460926,-1.1504143,0.0,-1.8246677,-1.623754,0,0
-0.5770192,-0.5340569,0.6895038,1.0788285,-0.8087233,-1.3019282,0.0,0.13212965,-0.8238715,0,0
-0.2354546,0.34645307,-2.280506,-1.1444893,-0.0225873,-0.45897666,0.0,-1.7674878,-1.0251889,0,0
-0.6991913,-0.7675929,0.3152528,-1.8468149,0.11889835,-0.35348684,0.0,-1.1729579,-0.75379026,0,0
-2.478523,-0.5921629,-0.26102823,0.17484641,-0.76827383,-1.1851393,0.0,-0.1798602,-1.6286979,0,0
0.0339674,-0.6166079,1.0914416,4.8721504,2.2984633,3.149399,0.0,-0.80883145,-0.002733762,1,1
-0.746336,-0.7540954,0.32271054,-0.032336388,-0.98692936,-1.2671436,0.0,-0.81801367,-1.5304463,0,0
-0.12626289,-0.86501074,0.46172872,-2.3703263,0.6897003,-0.18973091,0.0,-1.7611421,-0.67365307,0,0
-0.3972044,0.52718335,-1.3989997,-1.4919206,-0.47745177,-0.40502396,0.0,-1.4853156,-0.4552173,0,0
-2.5529845,-0.53350484,-0.12448612,0.58957726,-0.8599811,-1.1950047,0.0,-0.41480085,-1.6633593,0,0
-0.4390322,-1.2355582,0.21144864,-2.8471704,-0.16800104,0.15125518,0.0,-1.6822628,-0.2114057,0,0
-0.32776117,-0.72516066,-0.16817658,-0.74771017,-0.8688371,-1.0613312,0.0,-0.36711776,0.044122256,0,0
0.17779233,0.3187598,-2.657336,1.1258287,0.18896627,-1.4178677,0.0,-1.0102733,-0.42110085,0,0
-0.1279328,-1.0569916,0.20868658,-3.260926,0.9230446,0.018775146,0.0,-1.7658815,-0.56090415,0,0
-0.6119964,-0.589097,-0.51432204,0.9593349,-0.7903391,-1.3278708,0.0,-0.20848791,-0.8127134,0,0
-2.5529845,-0.53552693,-0.06433657,0.59142685,-0.8599811,-1.1950047,0.0,-0.39105132,-1.6633593,0,0
-0.22938569,0.31574026,-2.3551538,-1.1797241,-0.06222929,-0.45897666,0.0,-1.6684449,-1.1482233,0,0
-0.54264164,0.36300278,-0.83973056,-1.4825536,-1.0361208,0.036877953,0.0,-1.0304103,-0.26970997,0,0
-0.8092102,-0.7903508,0.20718616,-1.6001681,0.15559556,-0.36425045,0.0,-1.1598406,-0.8242099,0,0
-0.3858165,0.53361285,-1.3438826,-1.6342256,-0.45407194,-0.3994468,0.0,-1.3522664,-0.2921521,0,0
-4.422431,-0.4743234,-1.1037399,2.2481577,-0.18890312,-0.8155924,0.0,0.17841057,0.09078599,0,0
-2.3743515,-0.5348097,-0.09282301,0.66106147,-0.8328073,-1.0057718,0.0,-1.201695,0.063451245,0,0
-4.9179983,-0.4718269,-1.1076008,2.9225037,-0.20272918,-0.6607406,0.0,0.27508613,-0.76891273,0,0
-0.24830084,0.48702785,-2.4269407,0.9147948,0.49233758,-1.3934264,0.0,-1.6349684,-0.35439464,0,0
-0.81156117,-0.7563882,0.13391173,-1.06331,-0.26652196,-0.48858038,0.0,-0.99826497,-0.6168282,0,0
-0.7446401,-0.6575527,-0.3227635,0.22050935,-0.47827122,-1.2226079,0.0,-0.41027492,-0.6493206,0,0
-0.11790226,-0.74646264,0.081789434,-0.12833612,-0.97867817,-1.2207689,0.0,-0.57732785,-1.5082736,0,0
-0.8028746,-0.74070597,0.1327074,-1.006041,-0.26652196,-0.48927602,0.0,-0.9605393,-0.6293648,0,0
-2.5412095,-0.522844,-0.08462728,1.0728406,-0.76288897,-1.1670727,0.0,-0.38252154,-1.6633593,0,0
-0.27293906,-0.9701698,0.42681667,-2.4415314,0.29623425,-0.29796937,0.0,-1.2750574,-0.70816505,0,0
-0.54141945,-0.631805,0.60245997,1.1513962,-0.8455614,-1.2967067,0.0,0.18754466,-1.1855218,0,0
-2.5529845,-0.53350484,-0.12448612,0.58957726,-0.8599811,-1.1950047,0.0,-0.41480085,-1.6633593,0,0
-0.44524586,0.5356058,-0.7785969,-2.8614385,-0.4800574,0.19258215,0.0,-1.1032383,0.13945803,0,0
-0.27285722,-0.98975885,0.29167902,-3.3278787,0.8995857,0.03344734,0.0,-1.7769897,-0.25833988,0,0
-0.15544753,-0.12310426,0.44203463,-2.329015,0.4107359,-0.18363164,0.0,-1.2414258,-0.7945273,0,0
-2.5529845,-0.53350484,-0.12448612,0.58957726,-0.8599811,-1.1950047,0.0,-0.41480085,-1.6633593,0,0
-2.5703993,-0.5472408,0.23512203,0.5218338,-0.87715125,-1.1950047,0.0,-0.49827826,-1.6508894,0,0
-2.388622,-0.52871585,-0.25867167,1.0479351,-0.73993546,-1.0624541,0.0,-0.46983114,-0.52251303,0,0
-0.34212393,0.33619004,-2.2039206,-0.23028398,0.65474087,-1.1507182,0.0,-1.8718917,-1.6249704,0,0
-0.21000503,-0.92908704,0.3193084,-2.3206103,0.27411082,-0.35734242,0.0,-1.3944792,-0.7993247,0,0
-0.5197896,0.5852114,-1.1779411,-1.685808,-0.47301108,-0.39420134,0.0,-1.3010727,-0.44513986,0,0
-4.1707554,-0.41758156,-1.0696474,3.0816748,-0.6595734,-1.078676,0.0,0.36140904,-0.7698944,0,0
-0.81156117,-0.7495656,0.13283068,-1.056417,-0.19635208,-0.4884571,0.0,-0.96834177,-0.6375012,0,0
-0.116167836,0.44421184,-2.3400624,0.8974001,0.33961043,-1.4486043,0.0,-1.3164324,-1.0880656,0,0
-0.29157603,0.54487985,-2.3557537,-1.0915614,-0.08582857,-0.47934902,0.0,-1.6031686,-0.35357085,0,0
-0.56829154,-0.7612224,0.10530718,-1.9324882,0.10849197,-0.35705876,0.0,-0.44234708,-0.4842702,0,0
-0.2726763,-1.238561,0.11570644,-2.789342,-0.32736206,0.14607427,0.0,-1.7149242,-0.44651097,0,0
-4.8611703,-0.47313175,-1.1379732,2.6193912,-0.20182057,-0.64730644,0.0,0.36399254,-0.44588485,0,0
-0.17999877,-0.92407835,0.38067535,-2.4622774,0.40345323,-0.2556158,0.0,-1.3079282,-0.10594727,0,0
-0.8407632,-0.7083286,0.047874972,-1.064505,-0.063648805,-0.48876485,0.0,-1.0996369,-0.79356706,0,0
-0.41576302,0.53361285,-1.2599624,-1.6335274,-0.42980528,-0.3994468,0.0,-1.369115,-0.31485665,0,0
-2.4317052,-0.55172974,0.29470092,0.34860328,-0.8624489,-1.0996395,0.0,-0.6583172,-0.63446826,0,0
-0.15468119,-0.20919928,0.5767547,-3.3574555,0.69095165,0.038051747,0.0,-1.3074952,-0.059045378,0,0
-0.1283332,-1.0085573,0.5280825,-3.3447351,0.9617142,0.03344734,0.0,-1.7826103,-0.20633169,0,0
-0.38062844,-1.2028846,0.06654551,-2.7605247,-0.2038344,0.14481196,0.0,-1.7193903,-0.34332404,0,0
-4.1707554,-0.41758156,-1.0696474,3.0816748,-0.6595734,-1.078676,0.0,0.36140904,-0.7698944,0,0
-0.23906945,0.31021547,-2.3203495,-1.1305149,-0.02202528,-0.45897666,0.0,-1.7267504,-0.8747286,0,0
-2.5529845,-0.53350484,-0.12448612,0.58957726,-0.8599811,-1.1950047,0.0,-0.41480085,-1.6633593,0,0
3.0012593,-0.24886197,0.712393,-1.6229904,0.1860102,-0.24584658,0.0,6.2681155,1.0612124,1,1
-0.06211579,-1.2144797,-0.010395817,-2.8247142,-0.28496718,0.13407241,0.0,-1.741478,-0.58879775,0,0
-0.32576275,0.4212985,-2.6545455,-0.15656543,0.70272624,-1.1659963,0.0,-1.8884597,-0.22432199,0,0
-0.6112322,-0.8870022,0.28590533,-2.1427093,0.1767392,-0.35734242,0.0,-1.2177913,-1.0875483,0,0
-0.2153408,-0.86805177,0.15408775,-2.3277695,0.6717922,-0.17718606,0.0,-1.1107283,-1.0612022,0,0
-2.3938591,-0.4529608,-0.9888416,0.9859687,-0.69185466,-1.0645342,0.0,-0.13694213,-0.5624327,0,0
0.1377803,-0.15041909,-1.7427278,-2.0675097,-0.5719827,1.1696312,0.0,-0.43613634,-0.61490107,0,0
-0.31980354,0.37914148,-2.212656,-1.1329423,0.5573819,-0.5215279,0.0,-1.7424488,-1.5996927,0,0
0.109615095,-0.286947,0.27599785,-2.8084126,-0.33206674,0.14305818,0.0,-1.3397404,-0.38642007,0,0
-0.29656154,0.34680945,-1.1886817,-1.131391,-0.61649257,-0.45037112,0.0,-1.3201491,-0.57865155,0,0
-0.2522936,0.45672575,-2.429799,-1.1220148,-0.11264676,-0.46900937,0.0,-1.7542579,-0.4033631,0,0
-2.5882392,-0.5472408,0.27104786,0.5215145,-0.8854024,-1.1950047,0.0,-0.5243692,-1.6343141,0,0
-0.5920257,-0.8437121,0.3021187,-2.493108,0.40345323,-0.238789,0.0,-1.2032385,-0.76432246,0,0
-0.32824856,0.45419246,-1.374127,-1.0880978,-0.41331595,-0.45039856,0.0,-1.4493862,-0.7173527,0,0
-0.45357653,-0.84592795,0.29448333,-0.7657634,-0.18874852,0.6702578,0.0,-1.2918874,-0.28712085,0,0
-0.32730436,0.4576571,-1.1249374,-1.6489527,-0.46261698,-0.375486,0.0,-1.1877257,-0.49480554,0,0
-3.1750433,-0.45268276,-1.0719742,1.5153292,-0.6804068,-1.0381885,0.0,-0.0150333205,0.051533893,0,0
-0.44500983,-0.8407531,0.37059388,-2.5094805,0.6217275,-0.23302707,0.0,-1.7240666,-0.89327395,0,0
-0.13165918,-0.68293935,0.34314957,-0.5851586,-0.9857717,-1.2619545,0.0,-0.472576,-1.2776866,0,0
-0.25216645,0.45672575,-2.429799,-1.1269212,-0.11264676,-0.46900937,0.0,-1.7541115,-0.39873028,0,0
-0.31361514,0.3275277,-2.475322,-0.5343623,0.55797136,-0.93952996,0.0,-1.749891,-0.96380305,0,0
-2.5412095,-0.522844,-0.066631295,1.0737715,-0.75407743,-1.1663249,0.0,-0.44240567,-1.6319615,0,0
-0.5021142,-0.99158096,0.4463083,-2.5955868,0.44600087,-0.238789,0.0,-1.259764,-1.0581506,0,0
-0.54507756,0.61253405,-0.73377156,-2.1230028,-0.4493991,-0.40460002,0.0,-0.94335836,0.11017215,0,0
-4.1707554,-0.41758156,-1.0696474,3.0816748,-0.6595734,-1.078676,0.0,0.36140904,-0.7698944,0,0
